Age,Gender,Education Level,Job Title,Years of Experience,Salary
2.282284059170767,-1.1232872902239905,1.255980765661265,1.3760103879676968,3.299528818705464,194778.0
-1.0501519293109223,0.8737195306665712,-0.9296826341753072,0.8307781356441756,-0.6068151223270138,85000.0
-1.4346637741357327,-1.1232872902239905,-0.9296826341753072,1.2669639375029926,-1.2578724458324269,50000.0
-0.7938106994277154,0.8737195306665712,-0.9296826341753072,0.28554588332065445,-0.9323437840797203,60000.0
-0.7938106994277154,0.8737195306665712,-0.9296826341753072,1.2669639375029926,-0.9323437840797203,70000.0
1.385089754579543,0.8737195306665712,0.7095649157021218,0.06745298239124599,1.8346498408182847,204000.0
-0.2811282396613016,0.8737195306665712,0.7095649157021218,0.3945923337853587,-0.2812864605743074,110000.0
0.6160660649299224,-1.1232872902239905,0.7095649157021218,0.06745298239124599,0.8580638555601653,170000.0
1.1287485246963362,-1.1232872902239905,1.255980765661265,0.9398245861088799,0.8580638555601653,190000.0
-0.5374694695445086,-1.1232872902239905,-0.9296826341753072,-0.15063991853816247,-0.6068151223270138,95000.0
-0.5374694695445086,-1.1232872902239905,1.255980765661265,-1.2411044231852049,-0.2812864605743074,185000.0
-0.9219813143693188,0.8737195306665712,-1.4760984841344502,-1.350150873649909,-1.0951081149560735,110000.0
-0.1529576247196982,-1.1232872902239905,0.1631490657429788,0.3945923337853587,0.36977086293110556,198000.0
-0.1529576247196982,0.8737195306665712,-0.38326678421616417,-0.3687328194675709,-1.2578724458324269,25000.0
1.385089754579543,0.8737195306665712,0.7095649157021218,-1.0230115222557963,0.8580638555601653,140000.0
-0.665640084486112,0.8737195306665712,-0.9296826341753072,-0.25968636900286673,-0.7695794532033671,70000.0
-0.7938106994277154,-1.1232872902239905,-1.4760984841344502,1.2669639375029926,-0.6068151223270138,160000.0
1.5132603695211466,0.8737195306665712,-0.9296826341753072,1.048871036573584,2.160178502570991,174324.0
-1.0501519293109223,0.8737195306665712,-1.4760984841344502,-1.350150873649909,-0.9323437840797203,120000.0
-0.7938106994277154,0.8737195306665712,-0.9296826341753072,1.2669639375029926,-0.7695794532033671,75000.0
0.23155422010511215,0.8737195306665712,0.7095649157021218,-1.5682437745793174,0.04424220117839911,150000.0
